sample,total_count,population,count,percentage
sample04149,99031,cd8_t_cell,20733,20.935869
sample04149,99031,cd4_t_cell,36127,36.480496
sample04149,99031,nk_cell,9455,9.547515
sample04149,99031,monocyte,17508,17.679313
sample04150,99009,b_cell,8101,8.182084
sample04150,99009,cd8_t_cell,28089,28.370148
sample04150,99009,cd4_t_cell,27323,27.596481
sample04150,99009,nk_cell,16021,16.181357
sample04150,99009,monocyte,19475,19.669929
sample04151,102743,b_cell,8407,8.182553
sample04151,102743,cd8_t_cell,29696,28.903186
sample04151,102743,cd4_t_cell,38971,37.930565
sample04151,102743,nk_cell,8909,8.67115
sample04151,102743,monocyte,16760,16.312547
sample04152,91653,b_cell,7319,7.985554
sample04152,91653,cd8_t_cell,23922,26.100619
sample04152,91653,cd4_t_cell,27782,30.312156
sample04152,91653,nk_cell,11337,12.369481
sample04152,91653,monocyte,21293,23.232191
sample04153,96837,b_cell,8779,9.06575
sample04153,96837,cd8_t_cell,23011,23.762611
sample04153,96837,cd4_t_cell,30448,31.442527
sample04153,96837,nk_cell,9289,9.592408
sample04153,96837,monocyte,25310,26.136704
sample04154,106641,b_cell,12937,12.131357
sample04154,106641,cd8_t_cell,21486,20.147973
sample04154,106641,cd4_t_cell,36227,33.970987
sample04154,106641,nk_cell,13687,12.834651
sample04154,106641,monocyte,22304,20.915033
sample04155,99812,b_cell,14103,14.129564
sample04155,99812,cd8_t_cell,27166,27.217168
sample04155,99812,cd4_t_cell,27199,27.25023
sample04155,99812,nk_cell,15040,15.068328
sample04155,99812,monocyte,16304,16.334709
sample04156,98431,b_cell,13356,13.568896
sample04156,98431,cd8_t_cell,21727,22.073331
sample04156,98431,cd4_t_cell,30247,30.72914
sample04156,98431,nk_cell,15539,15.786693
sample04156,98431,monocyte,17562,17.84194
sample04157,100599,b_cell,9465,9.408642
sample04157,100599,cd8_t_cell,31767,31.577849
sample04157,100599,cd4_t_cell,26473,26.315371
sample04157,100599,nk_cell,11312,11.244645
sample04157,100599,monocyte,21582,21.453494
sample04158,97645,b_cell,10578,10.83312
sample04158,97645,cd8_t_cell,27196,27.851913
sample04158,97645,cd4_t_cell,24872,25.471862
sample04158,97645,nk_cell,19256,19.720416
sample04158,97645,monocyte,15743,16.122689
sample04159,102568,b_cell,7346,7.162078
sample04159,102568,cd8_t_cell,23196,22.615241
sample04159,102568,cd4_t_cell,30387,29.626199
sample04159,102568,nk_cell,18435,17.973442
sample04159,102568,monocyte,23204,22.62304
sample04160,99993,b_cell,11959,11.959837
sample04160,99993,cd8_t_cell,18623,18.624304
sample04160,99993,cd4_t_cell,27109,27.110898
sample04160,99993,nk_cell,21977,21.978538
sample04160,99993,monocyte,20325,20.326423
sample04161,105698,b_cell,6259,5.921588
sample04161,105698,cd8_t_cell,22523,21.308823
sample04161,105698,cd4_t_cell,35736,33.809533
sample04161,105698,nk_cell,21869,20.690079
sample04161,105698,monocyte,19311,18.269977
sample04162,91663,b_cell,7866,8.581434
sample04162,91663,cd8_t_cell,29143,31.793635
sample04162,91663,cd4_t_cell,25875,28.228402
sample04162,91663,nk_cell,16804,18.33237
sample04162,91663,monocyte,11975,13.064159
sample04163,102876,b_cell,8526,8.287647
sample04163,102876,cd8_t_cell,24312,23.632334
sample04163,102876,cd4_t_cell,31097,30.227653
sample04163,102876,nk_cell,14172,13.775808
sample04163,102876,monocyte,24769,24.076558
sample04164,101294,b_cell,17455,17.232018
sample04164,101294,cd8_t_cell,24347,24.035974
sample04164,101294,cd4_t_cell,29463,29.086619
sample04164,101294,nk_cell,15919,15.71564
sample04164,101294,monocyte,14110,13.929749
sample04165,102483,b_cell,7262,7.086053
sample04165,102483,cd8_t_cell,33412,32.60248
sample04165,102483,cd4_t_cell,27898,27.222076
sample04165,102483,nk_cell,10429,10.176322
sample04165,102483,monocyte,23482,22.913069
sample04166,100938,b_cell,7881,7.807763
sample04166,100938,cd8_t_cell,32493,32.191048
sample04166,100938,cd4_t_cell,32031,31.733341
sample04166,100938,nk_cell,9056,8.971844
sample04166,100938,monocyte,19477,19.296003
sample04167,94231,b_cell,17947,19.045749
sample04167,94231,cd8_t_cell,21564,22.884189
sample04167,94231,cd4_t_cell,23636,25.083041
sample04167,94231,nk_cell,13427,14.249026
sample04167,94231,monocyte,17657,18.737995
sample04168,104211,b_cell,7111,6.823656
sample04168,104211,cd8_t_cell,28856,27.689975
sample04168,104211,cd4_t_cell,41020,39.362447
sample04168,104211,nk_cell,9175,8.804253
sample04168,104211,monocyte,18049,17.319669
sample04169,107113,b_cell,8371,7.815111
sample04169,107113,cd8_t_cell,28377,26.492583
sample04169,107113,cd4_t_cell,30426,28.405516
sample04169,107113,nk_cell,17713,16.536742
sample04169,107113,monocyte,22226,20.750049
sample04170,91576,b_cell,9270,10.12274
sample04170,91576,cd8_t_cell,31921,34.857386
sample04170,91576,cd4_t_cell,24712,26.985236
sample04170,91576,nk_cell,10504,11.470254
sample04170,91576,monocyte,15169,16.564384
sample04171,108758,b_cell,13067,12.014748
sample04171,108758,cd8_t_cell,22509,20.696409
sample04171,108758,cd4_t_cell,37971,34.913294
sample04171,108758,nk_cell,10681,9.820887
sample04171,108758,monocyte,24530,22.554663
sample04172,92925,b_cell,7609,8.188324
sample04172,92925,cd8_t_cell,24818,26.70756
sample04172,92925,cd4_t_cell,25339,27.268227
sample04172,92925,nk_cell,17980,19.348937
sample04172,92925,monocyte,17179,18.486952
sample04173,109234,b_cell,9990,9.145504
sample04173,109234,cd8_t_cell,24640,22.557079
sample04173,109234,cd4_t_cell,33097,30.299174
sample04173,109234,nk_cell,9519,8.71432
sample04173,109234,monocyte,31988,29.283923
sample04174,101514,b_cell,13760,13.554781
sample04174,101514,cd8_t_cell,22216,21.884666
sample04174,101514,cd4_t_cell,26485,26.089997
sample04174,101514,nk_cell,10694,10.534508
sample04174,101514,monocyte,28359,27.936048
sample04175,97702,b_cell,8108,8.298704
sample04175,97702,cd8_t_cell,20427,20.907453
sample04175,97702,cd4_t_cell,35815,36.657387
sample04175,97702,nk_cell,13502,13.819574
sample04175,97702,monocyte,19850,20.316882
sample04176,93462,b_cell,7959,8.51576
sample04176,93462,cd8_t_cell,20785,22.238985
sample04176,93462,cd4_t_cell,31319,33.509876
sample04176,93462,nk_cell,11821,12.647921
sample04176,93462,monocyte,21578,23.087458
sample04177,102729,b_cell,7482,7.28324
sample04177,102729,cd8_t_cell,28723,27.959972
sample04177,102729,cd4_t_cell,31061,30.235863
sample04177,102729,nk_cell,15616,15.20116
sample04177,102729,monocyte,19847,19.319764
sample04178,99866,b_cell,10032,10.045461
sample04178,99866,cd8_t_cell,23524,23.555564
sample04178,99866,cd4_t_cell,35957,36.005247
sample04178,99866,nk_cell,9046,9.058138
sample04178,99866,monocyte,21307,21.33559
sample04179,107709,b_cell,4988,4.630996
sample04179,107709,cd8_t_cell,36379,33.775265
sample04179,107709,cd4_t_cell,35589,33.041807
sample04179,107709,nk_cell,12264,11.386235
sample04179,107709,monocyte,18489,17.165696
sample04180,98368,b_cell,4087,4.154806
sample04180,98368,cd8_t_cell,29171,29.654969
sample04180,98368,cd4_t_cell,27323,27.776309
sample04180,98368,nk_cell,18629,18.938069
sample04180,98368,monocyte,19158,19.475846
sample04181,94719,b_cell,11942,12.607819
sample04181,94719,cd8_t_cell,31124,32.8593
sample04181,94719,cd4_t_cell,21819,23.035505
sample04181,94719,nk_cell,11544,12.187629
sample04181,94719,monocyte,18290,19.309748
sample04182,92478,b_cell,6711,7.256861
sample04182,92478,cd8_t_cell,21232,22.958974
sample04182,92478,cd4_t_cell,29859,32.287679
sample04182,92478,nk_cell,14117,15.265252
sample04182,92478,monocyte,20559,22.231233
sample04183,89786,b_cell,9692,10.794556
sample04183,89786,cd8_t_cell,21006,23.39563
sample04183,89786,cd4_t_cell,25038,27.886307
sample04183,89786,nk_cell,16631,18.522932
sample04183,89786,monocyte,17419,19.400575
sample04184,92900,b_cell,14109,15.187298
sample04184,92900,cd8_t_cell,22774,24.514532
sample04184,92900,cd4_t_cell,32427,34.905274
sample04184,92900,nk_cell,9141,9.839612
sample04184,92900,monocyte,14449,15.553283
sample04185,97833,b_cell,10158,10.383
sample04185,97833,cd8_t_cell,25301,25.861417
sample04185,97833,cd4_t_cell,28119,28.741836
sample04185,97833,nk_cell,14602,14.925434
sample04185,97833,monocyte,19653,20.088314
sample04186,100399,b_cell,16277,16.212313
sample04186,100399,cd8_t_cell,28419,28.306059
sample04186,100399,cd4_t_cell,23291,23.198438
sample04186,100399,nk_cell,16095,16.031036
sample04186,100399,monocyte,16317,16.252154
sample04187,108853,b_cell,10346,9.504561
sample04187,108853,cd8_t_cell,20247,18.600314
sample04187,108853,cd4_t_cell,44960,41.303409
sample04187,108853,nk_cell,16141,14.828255
sample04187,108853,monocyte,17159,15.763461
sample04188,106532,b_cell,11927,11.195697
sample04188,106532,cd8_t_cell,29349,27.549469
sample04188,106532,cd4_t_cell,29648,27.830136
sample04188,106532,nk_cell,16709,15.684489
sample04188,106532,monocyte,18899,17.74021
sample04189,97436,b_cell,4319,4.432653
sample04189,97436,cd8_t_cell,30333,31.131204
sample04189,97436,cd4_t_cell,29026,29.789811
sample04189,97436,nk_cell,10609,10.888173
sample04189,97436,monocyte,23149,23.758159
sample04190,92747,b_cell,8140,8.776564
sample04190,92747,cd8_t_cell,17500,18.868535
sample04190,92747,cd4_t_cell,27736,29.90501
sample04190,92747,nk_cell,13770,14.846841
sample04190,92747,monocyte,25601,27.603049
sample04191,107726,b_cell,11989,11.129161
sample04191,107726,cd8_t_cell,24172,22.438409
sample04191,107726,cd4_t_cell,41172,38.219186
sample04191,107726,nk_cell,16151,14.992667
sample04191,107726,monocyte,14242,13.220578
sample04192,94596,b_cell,10444,11.040636
sample04192,94596,cd8_t_cell,23237,24.564464
sample04192,94596,cd4_t_cell,20966,22.163728
sample04192,94596,nk_cell,20152,21.303226
sample04192,94596,monocyte,19797,20.927946
sample04193,94420,b_cell,10894,11.53781
sample04193,94420,cd8_t_cell,28776,30.476594
sample04193,94420,cd4_t_cell,26140,27.684813
sample04193,94420,nk_cell,13209,13.989621
sample04193,94420,monocyte,15401,16.311163
sample04194,97212,b_cell,15864,16.318973
sample04194,97212,cd8_t_cell,21357,21.96951
sample04194,97212,cd4_t_cell,21094,21.698967
sample04194,97212,nk_cell,13613,14.003415
sample04194,97212,monocyte,25284,26.009135
sample04195,101639,b_cell,6419,6.315489
sample04195,101639,cd8_t_cell,25550,25.137988
sample04195,101639,cd4_t_cell,31959,31.443639
sample04195,101639,nk_cell,14172,13.943467
sample04195,101639,monocyte,23539,23.159417
sample04196,96384,b_cell,9488,9.843958
sample04196,96384,cd8_t_cell,19214,19.934844
sample04196,96384,cd4_t_cell,30370,31.509379
sample04196,96384,nk_cell,13733,14.248215
sample04196,96384,monocyte,23579,24.463604
sample04197,107357,b_cell,6069,5.653101
sample04197,107357,cd8_t_cell,28773,26.801233
sample04197,107357,cd4_t_cell,48176,44.874577
sample04197,107357,nk_cell,13469,12.545991
sample04197,107357,monocyte,10870,10.125097
sample04198,95202,b_cell,10764,11.306485
sample04198,95202,cd8_t_cell,18640,19.579421
sample04198,95202,cd4_t_cell,27102,28.467889
sample04198,95202,nk_cell,16017,16.824226
sample04198,95202,monocyte,22679,23.821979
sample04199,97937,b_cell,11688,11.934203
sample04199,97937,cd8_t_cell,22037,22.5012
sample04199,97937,cd4_t_cell,34775,35.50752
sample04199,97937,nk_cell,8101,8.271644
sample04199,97937,monocyte,21336,21.785433
sample04200,93506,b_cell,9186,9.823969
sample04200,93506,cd8_t_cell,22603,24.17278
sample04200,93506,cd4_t_cell,32906,35.191325
sample04200,93506,nk_cell,7693,8.22728
sample04200,93506,monocyte,21118,22.584647
sample04201,102540,b_cell,7463,7.278135
sample04201,102540,cd8_t_cell,25040,24.419739
sample04201,102540,cd4_t_cell,38115,37.17086
sample04201,102540,nk_cell,12365,12.058709
sample04201,102540,monocyte,19557,19.072557
sample04202,99751,b_cell,7918,7.937765
sample04202,99751,cd8_t_cell,29483,29.556596
sample04202,99751,cd4_t_cell,31375,31.453319
sample04202,99751,nk_cell,18409,18.454953
sample04202,99751,monocyte,12566,12.597367
sample04203,100195,b_cell,11687,11.664255
sample04203,100195,cd8_t_cell,18857,18.8203
sample04203,100195,cd4_t_cell,24869,24.8206
sample04203,100195,nk_cell,24217,24.169869
sample04203,100195,monocyte,20565,20.524976
sample04204,103405,b_cell,8723,8.435762
sample04204,103405,cd8_t_cell,37178,35.953774
sample04204,103405,cd4_t_cell,29659,28.682365
sample04204,103405,nk_cell,8414,8.136937
sample04204,103405,monocyte,19431,18.791161
sample04205,111662,b_cell,9889,8.856191
sample04205,111662,cd8_t_cell,23640,21.171034
sample04205,111662,cd4_t_cell,31249,27.985349
sample04205,111662,nk_cell,25217,22.583332
sample04205,111662,monocyte,21667,19.404094
sample04206,100917,b_cell,11805,11.697732
sample04206,100917,cd8_t_cell,18955,18.782762
sample04206,100917,cd4_t_cell,30690,30.41113
sample04206,100917,nk_cell,16766,16.613653
sample04206,100917,monocyte,22701,22.494723
sample04207,94247,b_cell,8678,9.20772
sample04207,94247,cd8_t_cell,25860,27.438539
sample04207,94247,cd4_t_cell,22512,23.886171
sample04207,94247,nk_cell,16449,17.453075
sample04207,94247,monocyte,20748,22.014494
sample04208,98206,b_cell,11527,11.737572
sample04208,98206,cd8_t_cell,30063,30.612183
sample04208,98206,cd4_t_cell,28951,29.479869
sample04208,98206,nk_cell,12452,12.67947
sample04208,98206,monocyte,15213,15.490907
sample04209,99267,b_cell,10423,10.499965
sample04209,99267,cd8_t_cell,29305,29.521392
sample04209,99267,cd4_t_cell,18715,18.853194
sample04209,99267,nk_cell,16632,16.754813
sample04209,99267,monocyte,24192,24.370637
sample04210,91876,b_cell,8232,8.959902
sample04210,91876,cd8_t_cell,29583,32.198833
sample04210,91876,cd4_t_cell,27194,29.598589
sample04210,91876,nk_cell,10270,11.17811
sample04210,91876,monocyte,16597,18.064565
sample04211,98625,b_cell,11651,11.813435
sample04211,98625,cd8_t_cell,22245,22.555133
sample04211,98625,cd4_t_cell,23147,23.469708
sample04211,98625,nk_cell,20062,20.341698
sample04211,98625,monocyte,21520,21.820025
sample04212,99744,b_cell,8886,8.908807
sample04212,99744,cd8_t_cell,18771,18.819177
sample04212,99744,cd4_t_cell,30366,30.443936
sample04212,99744,nk_cell,16229,16.270653
sample04212,99744,monocyte,25492,25.557427
sample04213,93719,b_cell,6658,7.104216
sample04213,93719,cd8_t_cell,24737,26.394861
sample04213,93719,cd4_t_cell,24774,26.434341
sample04213,93719,nk_cell,19461,20.765266
sample04213,93719,monocyte,18089,19.301316
sample04214,101659,b_cell,8810,8.666227
sample04214,101659,cd8_t_cell,23064,22.687613
sample04214,101659,cd4_t_cell,30062,29.57141
sample04214,101659,nk_cell,17825,17.534109
sample04214,101659,monocyte,21898,21.540641
sample04215,110706,b_cell,7772,7.020396
sample04215,110706,cd8_t_cell,23152,20.913049
sample04215,110706,cd4_t_cell,44393,40.099904
sample04215,110706,nk_cell,11730,10.595632
sample04215,110706,monocyte,23659,21.371019
sample04216,108089,b_cell,8899,8.23303
sample04216,108089,cd8_t_cell,24636,22.792329
sample04216,108089,cd4_t_cell,44002,40.709045
sample04216,108089,nk_cell,7254,6.711136
sample04216,108089,monocyte,23298,21.55446
sample04217,105282,b_cell,9312,8.844817
sample04217,105282,cd8_t_cell,28309,26.888737
sample04217,105282,cd4_t_cell,40016,38.008396
sample04217,105282,nk_cell,16573,15.741532
sample04217,105282,monocyte,11072,10.516518
sample04218,109070,b_cell,8711,7.986614
sample04218,109070,cd8_t_cell,31764,29.122582
sample04218,109070,cd4_t_cell,31186,28.592647
sample04218,109070,nk_cell,16979,15.567067
sample04218,109070,monocyte,20430,18.73109
sample04219,103814,b_cell,13134,12.651473
sample04219,103814,cd8_t_cell,19788,19.061013
sample04219,103814,cd4_t_cell,41669,40.138132
sample04219,103814,nk_cell,14873,14.326584
sample04219,103814,monocyte,14350,13.822798
sample04220,115904,b_cell,10740,9.266289
sample04220,115904,cd8_t_cell,21442,18.499793
sample04220,115904,cd4_t_cell,37647,32.481191
sample04220,115904,nk_cell,20692,17.852706
sample04220,115904,monocyte,25383,21.900021
sample04221,87637,b_cell,9541,10.886954
sample04221,87637,cd8_t_cell,22457,25.625021
sample04221,87637,cd4_t_cell,27944,31.886076
sample04221,87637,nk_cell,13534,15.443249
sample04221,87637,monocyte,14161,16.1587
sample04222,100837,b_cell,9714,9.633369
sample04222,100837,cd8_t_cell,26593,26.372264
sample04222,100837,cd4_t_cell,29381,29.137122
sample04222,100837,nk_cell,11831,11.732796
sample04222,100837,monocyte,23318,23.124448
sample04223,95462,b_cell,11033,11.557478
sample04223,95462,cd8_t_cell,18756,19.647608
sample04223,95462,cd4_t_cell,29586,30.992437
sample04223,95462,nk_cell,19629,20.562108
sample04223,95462,monocyte,16458,17.240368
sample04224,92946,b_cell,10432,11.223721
sample04224,92946,cd8_t_cell,20485,22.039679
sample04224,92946,cd4_t_cell,29807,32.069158
sample04224,92946,nk_cell,12185,13.109763
sample04224,92946,monocyte,20037,21.557679
sample04225,111672,b_cell,11506,10.303388
sample04225,111672,cd8_t_cell,31192,27.9318
sample04225,111672,cd4_t_cell,33560,30.052296
sample04225,111672,nk_cell,15456,13.840533
sample04225,111672,monocyte,19958,17.871982
sample04226,101870,b_cell,6181,6.067537
sample04226,101870,cd8_t_cell,36647,35.974281
sample04226,101870,cd4_t_cell,22198,21.790517
sample04226,101870,nk_cell,17210,16.894081
sample04226,101870,monocyte,19634,19.273584
sample04227,102940,b_cell,6853,6.657276
sample04227,102940,cd8_t_cell,20546,19.9592
sample04227,102940,cd4_t_cell,30793,29.913542
sample04227,102940,nk_cell,12134,11.787449
sample04227,102940,monocyte,32614,31.682534
sample04228,101540,b_cell,10060,9.907426
sample04228,101540,cd8_t_cell,19243,18.951152
sample04228,101540,cd4_t_cell,36510,35.956273
sample04228,101540,nk_cell,12665,12.472917
sample04228,101540,monocyte,23062,22.712232
sample04229,92875,b_cell,7568,8.148587
sample04229,92875,cd8_t_cell,30654,33.005653
sample04229,92875,cd4_t_cell,26037,28.034455
sample04229,92875,nk_cell,8737,9.407268
sample04229,92875,monocyte,19879,21.404038
sample04230,99582,b_cell,12253,12.304433
sample04230,99582,cd8_t_cell,25986,26.095077
sample04230,99582,cd4_t_cell,28561,28.680886
sample04230,99582,nk_cell,11641,11.689864
sample04230,99582,monocyte,21141,21.22974
sample04231,109069,b_cell,8833,8.098543
sample04231,109069,cd8_t_cell,21705,19.900247
sample04231,109069,cd4_t_cell,39108,35.856201
sample04231,109069,nk_cell,13967,12.805655
sample04231,109069,monocyte,25456,23.339354
sample04232,103273,b_cell,13749,13.313257
sample04232,103273,cd8_t_cell,16812,16.279182
sample04232,103273,cd4_t_cell,38267,37.054216
sample04232,103273,nk_cell,12920,12.51053
sample04232,103273,monocyte,21525,20.842815
sample04233,95996,b_cell,8911,9.282678
sample04233,95996,cd8_t_cell,26203,27.295929
sample04233,95996,cd4_t_cell,34247,35.675445
sample04233,95996,nk_cell,15848,16.509021
sample04233,95996,monocyte,10787,11.236927
sample04234,102208,b_cell,8784,8.594239
sample04234,102208,cd8_t_cell,35219,34.458164
sample04234,102208,cd4_t_cell,28243,27.632866
sample04234,102208,nk_cell,15136,14.809017
sample04234,102208,monocyte,14826,14.505714
sample04235,97683,b_cell,9668,9.897321
sample04235,97683,cd8_t_cell,26755,27.389617
sample04235,97683,cd4_t_cell,26846,27.482776
sample04235,97683,nk_cell,12490,12.786258
sample04235,97683,monocyte,21924,22.444028
sample04236,88715,b_cell,6737,7.593981
sample04236,88715,cd8_t_cell,17408,19.622386
sample04236,88715,cd4_t_cell,29648,33.419377
sample04236,88715,nk_cell,11507,12.970749
sample04236,88715,monocyte,23415,26.393507
sample04237,96124,b_cell,7101,7.387333
sample04237,96124,cd8_t_cell,24546,25.535766
sample04237,96124,cd4_t_cell,33656,35.013108
sample04237,96124,nk_cell,13419,13.960093
sample04237,96124,monocyte,17402,18.103699
sample04238,92144,b_cell,6648,7.214794
sample04238,92144,cd8_t_cell,22876,24.826359
sample04238,92144,cd4_t_cell,26347,28.593289
sample04238,92144,nk_cell,16435,17.836213
sample04238,92144,monocyte,19838,21.529345
sample04239,110427,b_cell,7913,7.16582
sample04239,110427,cd8_t_cell,38569,34.927146
sample04239,110427,cd4_t_cell,25713,23.285066
sample04239,110427,nk_cell,21452,19.426408
sample04239,110427,monocyte,16780,15.195559
sample04240,94683,b_cell,8992,9.496953
sample04240,94683,cd8_t_cell,27323,28.857345
sample04240,94683,cd4_t_cell,26658,28.155001
sample04240,94683,nk_cell,12325,13.01712
sample04240,94683,monocyte,19385,20.47358
sample04241,103597,b_cell,14998,14.477253
sample04241,103597,cd8_t_cell,23489,22.673436
sample04241,103597,cd4_t_cell,30400,29.344479
sample04241,103597,nk_cell,18883,18.227362
sample04241,103597,monocyte,15827,15.277469
sample04242,93862,b_cell,5004,5.331231
sample04242,93862,cd8_t_cell,33634,35.833458
sample04242,93862,cd4_t_cell,26887,28.645245
sample04242,93862,nk_cell,8700,9.268927
sample04242,93862,monocyte,19637,20.92114
sample04243,87487,b_cell,6882,7.866312
sample04243,87487,cd8_t_cell,21462,24.531645
sample04243,87487,cd4_t_cell,30380,34.725159
sample04243,87487,nk_cell,8829,10.091785
sample04243,87487,monocyte,19934,22.7851
sample04244,101569,b_cell,11199,11.026002
sample04244,101569,cd8_t_cell,22664,22.313895
sample04244,101569,cd4_t_cell,29641,29.183117
sample04244,101569,nk_cell,21000,20.6756
sample04244,101569,monocyte,17065,16.801386
sample04245,102009,b_cell,5211,5.108373
sample04245,102009,cd8_t_cell,30934,30.324775
sample04245,102009,cd4_t_cell,29442,28.862159
sample04245,102009,nk_cell,13330,13.067474
sample04245,102009,monocyte,23092,22.637218
sample04246,96720,b_cell,5212,5.388751
sample04246,96720,cd8_t_cell,22845,23.619727
sample04246,96720,cd4_t_cell,33393,34.525434
sample04246,96720,nk_cell,15743,16.276882
sample04246,96720,monocyte,19527,20.189206
sample04247,87543,b_cell,6627,7.569994
sample04247,87543,cd8_t_cell,17390,19.864524
sample04247,87543,cd4_t_cell,28603,32.673086
sample04247,87543,nk_cell,9716,11.098546
sample04247,87543,monocyte,25207,28.79385
sample04248,91606,b_cell,6148,6.711351
sample04248,91606,cd8_t_cell,22559,24.626116
sample04248,91606,cd4_t_cell,32920,35.936511
sample04248,91606,nk_cell,12442,13.58208
sample04248,91606,monocyte,17537,19.143943
sample04249,92406,b_cell,9639,10.431141
sample04249,92406,cd8_t_cell,15879,17.183949
sample04249,92406,cd4_t_cell,30350,32.844188
sample04249,92406,nk_cell,11704,12.665844
sample04249,92406,monocyte,24834,26.874878
sample04250,100579,b_cell,11442,11.376132
sample04250,100579,cd8_t_cell,25965,25.815528
sample04250,100579,cd4_t_cell,26763,26.608934
sample04250,100579,nk_cell,9705,9.649132
sample04250,100579,monocyte,26704,26.550274
sample04251,107822,b_cell,18222,16.900076
sample04251,107822,cd8_t_cell,25993,24.107325
sample04251,107822,cd4_t_cell,30382,28.177923
sample04251,107822,nk_cell,15484,14.360706
sample04251,107822,monocyte,17741,16.45397
sample04252,99587,b_cell,12014,12.063824
sample04252,99587,cd8_t_cell,27510,27.624087
sample04252,99587,cd4_t_cell,28505,28.623214
sample04252,99587,nk_cell,14868,14.929659
sample04252,99587,monocyte,16690,16.759216
sample04253,111017,b_cell,7343,6.614302
sample04253,111017,cd8_t_cell,24396,21.975013
sample04253,111017,cd4_t_cell,45135,40.655936
sample04253,111017,nk_cell,17991,16.205626
sample04253,111017,monocyte,16152,14.549123
sample04254,100015,b_cell,10896,10.894366
sample04254,100015,cd8_t_cell,19614,19.611058
sample04254,100015,cd4_t_cell,31497,31.492276
sample04254,100015,nk_cell,19739,19.73604
sample04254,100015,monocyte,18269,18.26626
sample04255,99665,b_cell,9662,9.694476
sample04255,99665,cd8_t_cell,22129,22.203381
sample04255,99665,cd4_t_cell,31198,31.302865
sample04255,99665,nk_cell,16666,16.722019
sample04255,99665,monocyte,20010,20.077259
sample04256,106541,b_cell,15475,14.524925
sample04256,106541,cd8_t_cell,31092,29.183131
sample04256,106541,cd4_t_cell,32531,30.533785
sample04256,106541,nk_cell,13796,12.949006
sample04256,106541,monocyte,13647,12.809153
sample04257,105202,b_cell,7072,6.722306
sample04257,105202,cd8_t_cell,28348,26.946256
sample04257,105202,cd4_t_cell,24385,23.179217
sample04257,105202,nk_cell,24899,23.667801
sample04257,105202,monocyte,20498,19.48442
sample04258,100270,b_cell,12051,12.01855
sample04258,100270,cd8_t_cell,20585,20.52957
sample04258,100270,cd4_t_cell,37031,36.931286
sample04258,100270,nk_cell,11947,11.91483
sample04258,100270,monocyte,18656,18.605764
sample04259,103494,b_cell,8906,8.60533
sample04259,103494,cd8_t_cell,29461,28.466385
sample04259,103494,cd4_t_cell,32571,31.47139
sample04259,103494,nk_cell,14409,13.922546
sample04259,103494,monocyte,18147,17.53435
sample04260,104665,b_cell,14426,13.783022
sample04260,104665,cd8_t_cell,24131,23.055463
sample04260,104665,cd4_t_cell,33714,32.211341
sample04260,104665,nk_cell,15132,14.457555
sample04260,104665,monocyte,17262,16.492619
sample04261,90255,b_cell,9194,10.186693
sample04261,90255,cd8_t_cell,24775,27.450003
sample04261,90255,cd4_t_cell,26239,29.072074
sample04261,90255,nk_cell,13914,15.41632
sample04261,90255,monocyte,16133,17.87491
sample04262,105377,b_cell,10452,9.918673
sample04262,105377,cd8_t_cell,24669,23.410232
sample04262,105377,cd4_t_cell,31466,29.860406
sample04262,105377,nk_cell,14384,13.650037
sample04262,105377,monocyte,24406,23.160652
sample04263,96042,b_cell,8663,9.020012
sample04263,96042,cd8_t_cell,26506,27.598342
sample04263,96042,cd4_t_cell,26988,28.100206
sample04263,96042,nk_cell,16402,17.077945
sample04263,96042,monocyte,17483,18.203494
sample04264,92975,b_cell,10066,10.826566
sample04264,92975,cd8_t_cell,20071,21.587524
sample04264,92975,cd4_t_cell,28264,30.39957
sample04264,92975,nk_cell,18070,19.435332
sample04264,92975,monocyte,16504,17.751008
sample04265,99786,b_cell,3396,3.403283
sample04265,99786,cd8_t_cell,22893,22.942096
sample04265,99786,cd4_t_cell,30102,30.166556
sample04265,99786,nk_cell,14857,14.888862
sample04265,99786,monocyte,28538,28.599202
sample04266,94810,b_cell,23812,25.115494
sample04266,94810,cd8_t_cell,20716,21.850016
sample04266,94810,cd4_t_cell,22496,23.727455
sample04266,94810,nk_cell,9127,9.626622
sample04266,94810,monocyte,18659,19.680413
sample04267,93457,b_cell,6948,7.434435
sample04267,93457,cd8_t_cell,27955,29.912152
sample04267,93457,cd4_t_cell,22245,23.80239
sample04267,93457,nk_cell,14994,16.043742
sample04267,93457,monocyte,21315,22.80728
sample04268,108632,b_cell,8586,7.903748
sample04268,108632,cd8_t_cell,21774,20.043818
sample04268,108632,cd4_t_cell,31722,29.20134
sample04268,108632,nk_cell,20938,19.274247
sample04268,108632,monocyte,25612,23.576847
sample04269,96676,b_cell,9752,10.087302
sample04269,96676,cd8_t_cell,27283,28.221068
sample04269,96676,cd4_t_cell,28279,29.251314
sample04269,96676,nk_cell,14515,15.014068
sample04269,96676,monocyte,16847,17.426249
sample04270,93135,b_cell,10746,11.53809
sample04270,93135,cd8_t_cell,24796,26.623718
sample04270,93135,cd4_t_cell,21214,22.777688
sample04270,93135,nk_cell,11411,12.252107
sample04270,93135,monocyte,24968,26.808396
sample04271,106984,b_cell,17828,16.664174
sample04271,106984,cd8_t_cell,30725,28.719248
sample04271,106984,cd4_t_cell,27595,25.793577
sample04271,106984,nk_cell,13424,12.547671
